x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,y
1,0.4266565572459228,0,0,1,0,1,0.8108702279098658,1,0.19927299846283678,0,0.8928038541665076,0.8419925570093276,0,0,0.008603426300169038,1,0.3335547934326439,0.4043683836308346,0.07240091238209469,0.5247578832212033,0,1,1,0,0,0.5723517465890087,0.5255537307471495,0.5979388809688195,0,0.7643805416828285,0.04893391109780766,0.14726520584672756,0.32157390808712416,0.8536900254835471,0
0.9726681266297871,1,0,1,1,0.7352850701093145,0.1543730960748784,0.462714348828492,0.5580746688468246,1,1,1,0,1,0.6519505054414421,1,0.6305724815341235,0,0.5610734216751914,0.7707421959861325,1,1,0,0.7073863998109777,0.7088019074737123,1,1,0.2580787305681278,1,0.589776450337756,1,0.21639423426256266,0,0,0.885584286561954,1
1,0.2249633006532324,0,0,1,0.05966781045561379,0.7582898268526317,1,0.191114272807011,0.024115582241528176,1,1,0.730434192481785,0.6606693504251062,0.26444227775774837,0.9805637351124513,0.7838503136641428,0.9256301301011535,0,1,0.7822762221847402,0.9310378352963636,0.7822817333627924,1,0.9212202082065597,0.5892507954177537,0,0.8624173432587222,1,1,0.3514300866319376,0.2297913225773699,0.29050815138186553,0,0,2
1,0.19161998026563337,0.03346943094771862,0,0.651052477056378,0,1,1,1,0,0.7776272846954193,1,1,1,0,0.7127154240380145,1,0,0.20271410283048846,0.45195440711301926,1,0.8966669374750829,0.7752123532454269,1,0,0.07278842347957314,0.7657215944770762,1,0.742096481894966,0.5329970964902582,1,0.2304916762536687,0.14651984352093134,0.7090951737069704,0.9389733666138168,3
1,1,1,0.3632892246407098,1,1,0.7676436643899464,0.08089371195808209,0,1,0.7842127452321158,0.2659241347974587,0.6822534941137817,0.18091108870895922,0.8803567086731166,0,0.9415625497506621,0.6406175129951561,0.16809235213448911,0.7951654487463986,0,0,0,0,0,0.13284599466797797,0.7447148690405342,1,0.001068822463369374,0.5949288770787768,0.8108768633054648,0.4722844005707443,0.6886435986296169,0.1146367116087534,1,4
0,0.06386465859927232,0,0.4944098475516969,0,0.2486452273382079,0.7638084782481306,0,0.8874317023466609,0.8687618446201241,0.608921481050689,0,0,0,0.8393506993280193,1,0.6481593596264721,1,1,0.03033044088045829,1,0.798815171871246,1,0.5923564218548234,0.07560002357531445,0,1,1,0.8012862540717396,0,0.9287302388321765,0.06802261700398915,0,0.14608544005852553,0.7131243290750471,5
1,1,0.5734351236418959,0,0.8684417295950391,1,0,0.8988457166928767,0.8157445495528448,1,0,1,1,1,0.6119542546937431,0.12950045259187884,0,0,0.10814887267684807,1,0.11280862719674144,0.7903284395884225,0.747739211703744,1,0.2955591768887106,0.3854634396557168,1,0.7060481373973626,1,0,0.5705342523573338,0.05196206205325524,0,0.1442961265812424,1,6
0.4640604284051746,0,0,0,0,0.8021635077762774,1,1,0.9283406315368083,0,0.5753642167860766,1,0.6318014452392455,0,0.8333883217886945,0.6909446047167169,1,0,0.6107799652302613,1,1,0,0.6735849027002985,0.2797067007517047,0.5738979423334347,0.3844035289368245,0,1,1,1,0.5605121418440105,0.044542371718586306,1,0.8350511094682365,1,7
0.992548013091827,0.1529979157789396,0,0.6102694473044717,1,0.01947429822580507,1,1,0.8762510010411995,0,0,1,0.9081943213805486,0.6960110282542189,0,0.8026393442774344,0,0.1242832712643233,0.3197608701884083,1,0,1,1,0.6189746186304153,0.48837129234489846,0,0.816206552062735,1,0.9076431390159698,0.3495674343071434,1,0,0.00156455884444624,0.41368114386572136,0.891719681285813,8
1,0.042501100710236266,0,0,1,0.3825018164818197,0.525419341681237,0.3526363584454163,0.7110748027878008,0,0,1,1,0.4889944446969745,0,0.7928407093484076,0.07148896370760739,0,0,0,0.9436090089008426,1,0.8639592117966017,1,0,0.4250535156059241,1,1,0.2919763297964208,1,1,0.2814107105426674,0,0.6736678371295715,1,9
0.803930275124745,0,0.09709579181941162,0,0.26719290635225135,0,1,0.9203327395190192,1,0,0,1,1,0.4760787467525327,0,0,0.548780951671754,0.12333894247481966,0.4665654524236692,0,0.2691227718833855,0,0.06302334843753865,0.834993976861276,0,0.08227339088307634,1,0.7780688343335231,1,0,1,0.004442051083010272,0.06677126530453326,0.10653762401104143,0.8088807758533646,0
0.9172310730822621,0.6991280964551662,0,0.45024622225266553,1,0.9468225567354354,0.26037649634921023,0.24551225702120513,0.9274265878116593,1,1,0.43753715311333696,0.12485910050364374,0.939520463911237,0.7961667807843835,1,1,0,0.6676150909983318,0.7067261427825449,0.47656186144063106,0.7018655356605035,0.10946404065307161,1,0.9047216410129252,0.9100887721080173,1,0,0.9084221299626482,1,1,0.2841068655935732,0.1423553107039005,0,1,1
1,0.4602746644483442,0,0,1,0,0.8355700844088396,0.6989852503109185,1,0.14004926779705762,1,1,0.8772017387645966,0.604273341458035,0,0.6203842307843426,0.8002511777225001,0.2755865495599913,0,0.7831396841285887,0.7979251094734872,1,0,1,0.717444838806774,1,0.056844317724953346,0.7971391043485303,1,1,0.1209116839627305,0.08621146405877886,0,0,0.09842647721499924,2
1,0.6411463449620479,0.19954390478078818,0.01303781284190554,0.657455002961332,0.13718509159711625,0.7743939286745005,1,1,0.02291932932011384,1,0.28287017139146986,0.8256072141978958,1,0.36406644882262035,1,1,0,0.06479071085582763,0.907802073907134,1,1,0.9599727670874406,0.9921879575246972,0.25902512446684844,0,1,0.16574017341175462,0.8571890394337631,0,0.9169122062238528,0,0.5148868998064595,0,1,3
1,0.7099279027206848,0.5638180268708046,0,0.3717871039331352,0.8664708160189414,0.42250540960951166,0,0.37780324847019,1,1,0.5323627645128758,0.7529983681721432,0.6120564437487321,1,0.08657704391222058,0.7443860980777344,1,0,0.7893831873488373,0,0.15667291314200688,0,0.5252927736238301,0.4972216426144341,0.6812428685694047,1,1,0,1,1,1,1,0,0.683313822225986,4
0,0.44564820889272255,0.056772664116845194,0,0,0.18364215734475398,1,1,1,0.8809931328661396,0.3916783657592667,0.5754933721169203,0.5950878385706513,0.3910798417839842,1,1,1,1,1,0,0.9057430148476343,0.6500026247374671,1,1,0.631164765375976,0,1,1,0.8747583039847913,0.3596056376213592,1,0,0.5379255637647382,0.26584669453155935,1,5
1,1,0.11964026776377293,0,0.052250163637090674,0.754960713571906,0.37800048898693445,1,0.477912265398415,1,0.42255358419998934,1,0.44582591334774324,0.7567654776748787,0.9655234264193384,0.38928010614238995,0,0,0.2767240704596717,0.6750649870341685,0,1,0,1,0.2944819174353572,0.5604320974780282,0.9338299322400392,1,1,0,1,0,0.375432617338949,0.5406118299006678,0.9694543813497423,6
0,0.6999352601780306,0,0.30421238255432614,0,1,1,0.6805067251664885,1,0.380913365711971,0.8355090845086944,1,1,0,0.5498739677926572,0.8717419870574863,0.7062419121897231,0.6432133790489595,1,0.5091039210561858,1,0,0.7007436489953485,0.8836113183099762,0.5036591716688548,1,0.06475930517714104,0.74732360396298,0.38145277127656074,0.9606575065547738,1,0.3227675278487052,1,0.7196209123295856,0.27781338099424624,7
1,0.2848625979582851,0,0.40908641914526284,1,0.2466829227358526,1,1,0.872490871469458,0.07684824981695736,0,0.7629908021750155,1,1,0,1,0.6021707535519558,0.10924072792346462,0,0.6948237641831626,0,1,0.5473489181656395,1,0.21933051149024582,0.12451194295756829,1,0.8867098669289977,0.8940209346358636,0.0018311408785776676,0.9637371793214266,0,0.1763608393960692,0.09146913825187496,1,8
1,0,0.12439500788082158,0.3934489245381118,0.7250668579006974,0.23400555483028365,1,1,1,0.23554001484218665,0.6001401701577214,0.845650727404883,0.5574689256904264,1,0.2731150357926956,0.7270010292384603,0.550082782246213,0.012959695004123133,0.7049888276392624,0.28100016827425334,1,0.3633740342886985,1,1,0.017575912221633586,0.7589243153099163,0.6726235460582319,1,0,1,1,0.14392898030098328,0,1,0.42057822717630033,9
1,0.5904967368519951,0,0,1,0.32699863875794416,0.9117096203992887,1,1,0,0.1606903114710081,0.9332905827277393,0.756817645846367,0.2675372398027262,0.4874645438024297,0,0.9832558262548622,0.2726835994157584,1,0.21900436050726643,0.008434991012907947,0,1,0.20798713192068718,0,0.04730359866196251,0.6164521476808487,0.8969223212231439,1,0.07510548908578248,0.6573732166403277,0,0.003911153072031798,0,0.38199453630796043,0
0.7259768730028204,0.5791170028333239,0,0.8196970573328787,0.4212559895112027,0.9320821935945707,0,0,1,0.7127210471494291,0.7013402594218359,0.2879392312742023,0.031889842260776124,1,1,0.871808474303132,0.6885197150026394,0,0.6810970973803815,0.5536847208564599,0.9106798039509483,0.502512836692854,1,1,1,1,0.7635600407700153,0,1,0.7223681763228966,1,0,0.1356309320858316,0.23510445688138037,1,1
0.9214540572869383,0.27612742379047667,7.629162103485114e-05,0,0.5193236686523701,0,1,1,1,0.06001065792287187,1,1,1,1,0.3413507416916103,1,0.7990578750797119,0.9066564886829502,0,0.47224603466705084,0.7908281425496724,1,0.28730234873766575,0.8789512760686787,0.7186897231950553,0.9074175985889279,0.4567900058764959,1,0.6854502312086471,0.587125747290224,0.015901317482367436,0.8777177925018345,0,0,0.018332760007515887,2
0.7274189711850054,0.1432665354477141,0,0,1,0.30785525069933284,0.9366392465601951,0.8319921281601321,0.610114921712223,0,0.6744949557683838,1,0.9070541010480955,0.5455769196183428,0.22212095473803734,0.708909251268649,0.6234873521050175,0,0.17752277830993082,1,1,0.7657190353516796,1,1,0.08754361669413034,0.33786212081425143,0.1821764222047788,0.8589792316992331,0.9938521601328841,0,1,0,0.10129076689993613,0,1,3
0.50472009080086,1,0.2596981802925238,0.029699954426503045,0.8238615079642806,0.9466679369455822,1,0,0.2155414679346303,1,0.42774970042689286,0.3701998810257576,1,0.4143482696362496,0.5124968901073683,0,0.6348075326838085,1,0,1,0.7057874865464346,0,0,0.2988183090983319,0.5884675845313398,0.2020937095921833,1,0.9238635359081377,0,0.8200487834565566,1,0.9340965144335225,1,0.32447962622962445,0.6223924993425194,4
0,0,0,0.44402919988646616,0,0.3313821096054367,1,0.9268224781943352,1,1,0,0.21775499935419573,0.11005502056842988,0,0.8362001903092223,1,0.9332533325965839,0.737079558750635,0.1333287131700921,0.14839284336613007,0.8622716821876553,0.8441010283248215,1,1,0.8595922912588604,0.036670045873743715,0.847944125714531,0.6012258201094904,0.757325403784072,0.07502367188625242,0.8681639644783933,0,0.4814498496632457,0.20837362028022086,1,5
0.8437809232902227,0.8664394342398211,0,0,0.7718713245101989,0.7297605815431967,0,0.558093927588317,1,0.8700946084586465,0,0.9913793575474128,1,1,1,0.05258576962165588,0,0.13370967401070066,0,1,0,0.5981935216536479,0.39791776105158594,0.6805514686000167,0,0,1,0.9980810341095666,1,0.019166565730392812,0.8343541306531046,0.45645935000096954,0,0,1,6
0,0.022730654416083722,0.2658914317725763,0.238480777696044,0.4606469918474256,0.7835528120984039,0.523331799556431,1,1,0,1,0.8066162854115323,1,0.7635201981867192,0.027182569016523717,0.553673614352832,0.5921351007661866,0.3192618718520484,0.6325435435522344,0.9938044226866374,0.6658496999473782,0,1,1,0.8044756694285369,1,0.7636801770903526,0.3917620446952105,0.6223735717718992,1,1,0,1,0.6538273907169261,0.7334398957137076,7
